6a	8a	B1	B13	B14	B17	B18	B2	B5	B6
ENSG00000196437	186	102	79	103	66	77	33	116	98	120
ENSG00000196440	14	67	24	19	67	22	68	46	25	87
ENSG00000196449	304	158	239	137	213	250	196	200	210	247
ENSG00000196453	180	103	122	160	241	223	158	208	106	156
ENSG00000196455	197	259	337	341	410	392	299	452	440	316
ENSG00000196456	7	2	1	10	11	7	4	11	1	11
ENSG00000196458	12	97	32	79	31	16	127	88	29	30
ENSG00000196459	226	300	202	176	314	210	209	294	205	240
ENSG00000196460	0	1	1	8	11	10	11	10	4	10
ENSG00000196465	13	33	28	37	109	30	41	171	37	91
ENSG00000196466	42	42	24	42	45	59	29	53	38	41
ENSG00000196470	298	206	118	114	141	178	115	153	200	170
ENSG00000196476	20	8	6	12	24	14	18	11	15	12
ENSG00000196497	194	114	95	254	195	194	111	286	143	233
ENSG00000196498	1602	949	1087	1267	1785	1610	1686	1516	1678	1280
ENSG00000196502	20	47	88	61	25	64	75	112	43	15
ENSG00000196503	0	7	2	1	6	16	3	4	6	4
ENSG00000196504	881	1157	1082	983	992	991	733	934	833	1010
ENSG00000196505	428	388	391	524	429	446	413	318	192	290
ENSG00000196507	7	16	15	8	40	34	32	55	3	57
ENSG00000196510	232	333	257	432	459	349	426	398	270	395
ENSG00000196511	139	172	222	64	140	213	273	169	88	148
ENSG00000196517	0	0	0	14	4	4	3	2	1	12
ENSG00000196526	564	326	262	512	578	636	626	523	388	579
ENSG00000196531	10370	12370	10440	13730	12307	14543	9204	9557	10146	12709
ENSG00000196534	0	1	2	1	0	0	0	1	5	0
ENSG00000196535	435	276	160	434	679	473	590	459	321	790
ENSG00000196542	0	0	1	0	1	6	6	0	2	0
ENSG00000196544	11	24	55	77	82	55	67	95	45	55
ENSG00000196547	913	732	751	821	1278	1084	847	1819	601	936
ENSG00000196549	61	46	89	282	95	40	10	30	130	41
ENSG00000196550	0	15	3	33	4	26	33	13	4	7
ENSG00000196557	34	10	6	2	52	6	21	13	33	32
ENSG00000196562	382	127	729	1605	554	533	111	409	865	1167
ENSG00000196566	3	7	9	0	2	6	4	0	10	1
ENSG00000196569	4	23	50	147	17	117	28	9	10	9
ENSG00000196576	24	125	265	157	419	332	232	566	338	320
ENSG00000196581	6	2	10	23	11	92	4	21	0	7
ENSG00000196584	9	27	17	6	21	22	14	17	9	11
ENSG00000196586	178	29	528	71	66	209	38	71	139	347
ENSG00000196588	757	445	242	445	651	423	588	766	302	450
ENSG00000196591	196	240	234	265	236	324	223	282	254	293
ENSG00000196593	0	6	6	2	15	14	15	11	10	8
ENSG00000196597	53	51	21	27	73	23	18	11	54	70
ENSG00000196600	5	26	5	0	18	2	9	9	14	7
ENSG00000196604	1	0	0	0	1	0	2	0	0	2
ENSG00000196605	26	78	72	43	58	52	49	69	31	36
ENSG00000196611	3	12	2	18	0	2	0	22	11	1
ENSG00000196628	210	589	612	1922	1018	901	58	905	565	1197
ENSG00000196632	0	3	4	0	0	2	0	4	0	0
ENSG00000196636	83	24	38	14	80	54	57	111	7	89
ENSG00000196639	5	10	17	14	3	5	11	3	15	2
ENSG00000196642	377	321	383	478	631	632	467	612	438	558
ENSG00000196646	278	205	214	211	245	217	115	122	117	284
ENSG00000196652	206	86	173	182	152	148	57	115	166	158
ENSG00000196653	28	19	19	7	24	15	4	6	2	2
ENSG00000196655	363	397	438	699	869	623	399	468	390	476
ENSG00000196656	12893	11966	13934	8520	9947	1926	1024	13325	1454	2093
ENSG00000196659	49	16	5	16	15	4	7	4	2	33
ENSG00000196663	89	98	93	94	179	59	231	130	75	108
ENSG00000196664	43	37	84	146	98	86	22	94	63	152
ENSG00000196666	0	0	3	5	0	0	2	0	0	4
ENSG00000196668	1	17	3	2	14	0	3	3	1	0
ENSG00000196670	49	140	53	99	117	149	178	134	52	71
ENSG00000196678	23	16	42	4	32	49	13	28	6	11
ENSG00000196683	1147	1307	830	844	838	1392	1129	963	610	855
ENSG00000196684	122	131	422	164	259	253	204	259	389	248
ENSG00000196689	37	36	30	112	63	55	49	72	151	40
ENSG00000196693	108	367	336	208	227	180	231	178	225	249
ENSG00000196696	248	313	310	153	372	435	427	352	345	324
ENSG00000196700	98	95	88	83	189	159	215	193	87	133
ENSG00000196704	1332	694	1194	1227	1083	1188	743	762	1107	1170
ENSG00000196705	263	356	281	256	315	355	298	266	442	292
ENSG00000196712	434	869	994	561	1123	1106	623	1070	597	976
ENSG00000196715	257	186	254	332	362	436	238	230	279	274
ENSG00000196724	19	7	3	7	3	0	8	6	7	17
ENSG00000196730	36	53	94	225	239	357	137	75	128	185
ENSG00000196735	1357	594	765	3040	2044	1117	322	534	1971	2250
ENSG00000196739	9	3	1	27	3	11	25	62	28	10
ENSG00000196741	7	6	2	3	9	0	4	3	1	3
ENSG00000196743	926	669	669	1380	1026	787	815	904	1244	1312
ENSG00000196747	13	5	10	3	11	8	10	4	0	2
ENSG00000196754	2	0	1	3	9	0	0	12	0	6
ENSG00000196756	336	194	198	381	306	315	292	257	244	291
ENSG00000196757	115	190	180	112	98	130	146	169	133	142
ENSG00000196776	1620	1890	2618	2493	1974	2950	1164	1564	2149	1987
ENSG00000196778	9	27	9	18	12	16	21	26	5	20
ENSG00000196781	28	23	44	96	123	179	46	21	22	25
ENSG00000196782	62	6	97	168	74	144	10	29	70	90
ENSG00000196787	79	45	22	34	39	21	50	51	18	25
ENSG00000196792	212	136	169	104	110	162	114	207	111	166
ENSG00000196793	0	2	3	0	2	7	1	7	7	4
ENSG00000196796	0	0	0	1	0	9	2	7	1	2
ENSG00000196810	158	196	77	99	209	393	378	175	125	247
ENSG00000196812	30	64	38	42	102	68	33	103	18	75
ENSG00000196814	328	247	504	186	255	359	227	231	101	179
ENSG00000196821	1591	1096	974	1005	1428	1355	997	1205	1194	1073
ENSG00000196826	65	41	67	0	0	39	60	63	43	27
ENSG00000196834	19	7	0	4	14	6	0	0	7	6
ENSG00000196839	1026	700	740	648	1044	738	712	742	642	747
ENSG00000196843	2397	988	2055	2959	3180	2932	2024	3115	3275	3608
ENSG00000196844	16	2	10	7	8	20	4	10	18	4
ENSG00000196850	1300	1306	1047	1208	1657	1692	803	1290	1174	1231
ENSG00000196865	306	408	243	62	352	516	694	388	62	158
ENSG00000196866	16	17	4	28	35	24	15	39	0	6
ENSG00000196867	26	56	42	43	21	46	24	78	34	58
ENSG00000196872	38	28	15	23	14	10	9	13	15	8
ENSG00000196873	160	95	148	67	164	185	66	120	220	134
ENSG00000196876	55	59	33	41	34	40	12	15	30	23
ENSG00000196878	25	10	7	68	38	46	21	51	28	11
ENSG00000196890	13	45	15	11	40	8	83	74	27	19
ENSG00000196893	0	1	3	0	0	1	4	0	0	0
ENSG00000196911	618	469	300	422	185	312	263	342	164	300
ENSG00000196912	235	325	244	178	293	267	176	312	161	265
ENSG00000196914	737	1262	1603	702	2175	1282	1110	1873	760	1147
ENSG00000196917	5	13	13	15	16	13	15	1	3	6
ENSG00000196922	72	107	73	86	83	217	100	108	57	105
ENSG00000196923	106	39	54	85	166	122	96	130	57	107
ENSG00000196924	18556	6484	13497	12522	10490	15810	9431	7728	22651	10905
ENSG00000196932	0	2	15	4	33	0	0	1	0	31
ENSG00000196935	14	301	84	10	11	12	16	15	29	10
ENSG00000196937	91	176	138	301	245	127	70	155	64	187
ENSG00000196943	209	192	471	235	289	494	155	446	446	252
ENSG00000196950	545	334	377	1099	342	457	267	576	730	363
ENSG00000196951	1	5	3	0	0	0	0	4	3	0
ENSG00000196954	630	1145	1024	965	1314	848	862	888	833	1073
ENSG00000196961	252	162	253	316	645	380	509	455	513	507
ENSG00000196967	165	190	145	151	170	137	130	167	149	169
ENSG00000196968	180	135	309	258	203	317	143	193	258	199
ENSG00000196975	206	102	191	321	226	337	163	242	268	189
ENSG00000196976	116	118	160	179	245	178	196	207	218	249
ENSG00000196979	0	14	4	0	0	0	6	4	4	0
ENSG00000196981	22	34	21	9	40	21	32	53	15	33
ENSG00000196993	56	46	76	0	8	29	5	34	50	0
ENSG00000196998	445	248	486	514	699	712	939	607	848	436
ENSG00000197006	2535	1977	1680	1384	1602	2240	1658	1717	1206	1385
ENSG00000197008	48	96	63	46	90	148	80	103	53	120
ENSG00000197013	29	6	18	0	11	21	47	15	17	8
ENSG00000197016	39	36	36	21	52	30	38	28	43	22
ENSG00000197019	568	210	346	259	343	373	395	595	472	393
ENSG00000197020	142	164	32	144	331	76	76	86	186	297
ENSG00000197021	103	204	177	316	388	229	288	438	227	440
ENSG00000197024	337	268	277	247	364	518	252	365	300	270
ENSG00000197037	340	168	165	146	178	230	149	187	175	265
ENSG00000197043	2958	1843	3393	3243	3797	4485	3852	3839	3244	2925
ENSG00000197044	19	34	39	20	26	27	13	29	1	54
ENSG00000197045	702	370	314	571	451	339	277	368	252	357
ENSG00000197050	97	61	66	202	71	65	106	67	82	122
ENSG00000197054	4	8	17	45	26	8	21	10	24	20
ENSG00000197056	51	93	19	41	75	124	49	67	102	54
ENSG00000197057	55	60	152	199	264	185	37	353	63	142
ENSG00000197061	2	4	7	6	2	2	1	4	4	9
ENSG00000197062	61	76	28	38	77	50	86	146	107	72
ENSG00000197063	215	246	166	196	388	230	208	253	263	283
ENSG00000197070	181	101	84	160	194	261	248	277	144	301
ENSG00000197077	194	251	290	156	374	343	463	531	176	323
ENSG00000197081	2792	1146	2005	1870	4005	3836	1617	3126	2789	2399
ENSG00000197093	48	29	33	84	50	39	31	41	36	67
ENSG00000197099	0	3	7	22	14	6	22	14	28	9
ENSG00000197102	4658	3708	3781	3907	5628	4926	3713	4028	4770	4445
ENSG00000197111	11441	7836	8238	8836	11979	11676	10435	11422	9444	10802
ENSG00000197114	90	33	92	143	150	77	111	199	53	141
ENSG00000197119	91	41	93	294	112	285	109	112	177	162
ENSG00000197121	939	1735	861	1473	1230	927	565	583	916	1112
ENSG00000197122	50	32	201	435	158	154	39	177	230	279
ENSG00000197124	24	20	24	4	32	38	35	17	102	63
ENSG00000197125	5	3	0	0	1	0	1	0	0	0
ENSG00000197128	8	61	18	12	25	25	11	36	6	8
ENSG00000197134	110	48	18	27	62	81	34	42	53	33
ENSG00000197136	513	375	504	751	595	746	678	888	695	757
ENSG00000197140	53	188	115	53	80	47	55	63	127	80
ENSG00000197142	1015	955	1169	991	1664	1474	1454	1592	1011	1366
ENSG00000197147	332	508	341	115	685	468	413	588	409	538
ENSG00000197150	189	126	155	239	236	144	178	297	88	179
ENSG00000197153	0	4	4	0	5	1	3	5	5	4
ENSG00000197157	803	877	1022	1493	1926	1757	1405	1477	1098	1574
ENSG00000197162	40	19	67	70	51	78	85	94	20	64
ENSG00000197165	8	0	4	5	13	28	11	9	33	12
ENSG00000197168	4	3	5	5	1	5	3	4	1	5
ENSG00000197170	163	305	168	138	128	137	111	128	156	156
ENSG00000197180	3	9	1	5	10	23	14	8	17	13
ENSG00000197181	2	9	2	0	13	15	2	1	4	8
ENSG00000197182	4	22	14	4	4	10	19	5	34	0
ENSG00000197183	425	806	545	572	669	648	1324	719	925	877
ENSG00000197191	2	2	0	2	2	1	1	2	0	0
ENSG00000197208	85	5	4	9	3	10	0	1	12	3
ENSG00000197217	1010	1584	917	998	1563	1566	1057	1261	867	1162
ENSG00000197223	236	241	222	361	249	314	192	198	223	185
ENSG00000197226	464	416	449	1067	801	500	1032	1144	514	609
ENSG00000197238	30	8	22	14	20	32	52	22	27	28
ENSG00000197249	771	339	1086	1526	402	992	321	327	1805	351
ENSG00000197251	1	3	8	0	4	4	3	6	0	4
ENSG00000197253	0	1	0	0	2	30	43	13	53	30
ENSG00000197256	5	14	11	5	12	8	19	28	1	1
ENSG00000197258	4	2	3	3	7	8	1	3	0	6
ENSG00000197261	14	1	3	5	1	4	0	0	0	7
ENSG00000197265	205	251	234	200	318	242	190	165	189	231
ENSG00000197275	1	4	8	18	9	3	8	20	17	29
ENSG00000197279	107	88	102	177	151	120	48	91	274	147
ENSG00000197283	712	1400	1162	219	1075	376	1287	2132	3530	1473
ENSG00000197291	11	4	1	0	3	2	4	8	6	4
ENSG00000197296	44	33	26	58	47	54	56	53	59	51
ENSG00000197299	78	82	52	51	201	83	75	129	25	141
ENSG00000197301	4	0	0	2	0	0	4	2	2	0
ENSG00000197302	36	82	46	57	87	106	67	127	47	43
ENSG00000197308	0	0	0	3	6	18	34	1	0	8
ENSG00000197312	633	683	290	316	705	611	589	901	213	859
ENSG00000197321	202	279	340	297	264	227	184	164	816	131
ENSG00000197322	11	13	3	5	6	1	6	4	2	4
ENSG00000197323	998	816	1076	1243	1493	1326	1420	1229	1652	1417
ENSG00000197324	2350	1465	2026	1492	3943	2062	3173	3862	2324	3274
ENSG00000197329	2053	3781	1171	970	3342	1648	2582	3195	1146	2691
ENSG00000197332	3	1	2	4	1	2	2	3	7	11
ENSG00000197343	1808	1200	1614	1395	1890	1924	1411	1533	1351	1679
ENSG00000197345	142	121	119	131	221	212	105	132	93	169
ENSG00000197353	9	0	23	2	0	12	1	0	6	5
ENSG00000197355	66	61	28	30	75	48	105	126	47	94
ENSG00000197361	0	10	7	4	5	5	8	11	1	7
ENSG00000197362	21	35	58	73	83	65	53	57	36	63
ENSG00000197363	8	1	32	17	13	46	12	22	13	23
ENSG00000197372	98	114	187	202	156	260	149	188	185	210
ENSG00000197375	225	59	80	318	69	145	182	140	137	262
ENSG00000197380	0	1	5	8	7	8	8	9	5	2
ENSG00000197381	1615	972	637	1394	795	1555	1492	729	400	1152
ENSG00000197386	2310	1720	1314	1258	1383	1590	1656	1352	1423	1323
ENSG00000197405	688	212	1103	1798	280	808	229	159	1582	294
ENSG00000197408	0	2	1	0	11	4	3	7	3	6
ENSG00000197409	30	19	12	51	27	29	44	59	0	20
ENSG00000197410	2	11	9	0	9	3	6	12	17	2
ENSG00000197417	52	33	54	101	85	100	74	86	47	87
ENSG00000197429	23	32	26	5	47	51	47	64	66	19
ENSG00000197442	564	538	778	503	796	715	494	904	296	561
ENSG00000197446	5	0	1	0	8	6	2	7	15	3
ENSG00000197448	2878	2075	2372	2199	3005	3349	3365	3555	2243	2605
ENSG00000197451	1326	683	1786	1247	1268	1753	931	1241	1699	1315
ENSG00000197457	208	91	128	157	170	250	218	210	278	151
ENSG00000197461	47	42	12	28	131	84	95	132	78	103
ENSG00000197462	7	8	11	8	4	0	1	5	8	9
ENSG00000197465	0	12	0	0	0	2	0	0	14	15
ENSG00000197471	1251	524	1772	1479	1091	2105	1355	1352	2217	1431
ENSG00000197479	2	0	2	0	1	3	3	8	3	0
ENSG00000197483	82	20	60	61	57	78	78	85	112	69
ENSG00000197496	4	3	0	0	2	3	0	0	1	0
ENSG00000197497	29	37	14	25	13	21	18	34	25	36
ENSG00000197498	118	139	162	214	155	138	96	122	144	180
ENSG00000197506	3	10	14	11	101	9	1	20	5	11
ENSG00000197530	117	54	107	205	151	141	199	205	224	174
ENSG00000197532	57	87	58	21	36	46	30	34	54	31
ENSG00000197535	1895	1666	1213	1360	2130	1643	1285	1930	1077	1767
ENSG00000197536	280	309	443	336	440	471	407	509	392	338
ENSG00000197540	283	94	297	191	223	397	272	161	284	201
ENSG00000197548	133	175	181	104	201	137	198	132	124	175
ENSG00000197555	1565	1278	1165	1210	1700	1080	1058	1799	854	1091
ENSG00000197557	10	10	0	14	5	11	12	3	0	7
ENSG00000197558	13	1	13	0	0	2	2	1	5	1
ENSG00000197562	58	34	48	47	88	64	51	62	58	48
ENSG00000197563	277	300	218	390	239	283	211	253	295	219
ENSG00000197566	93	24	49	161	93	80	62	26	193	34
ENSG00000197568	13	8	12	35	53	28	44	53	25	62
ENSG00000197575	0	1	0	0	0	0	1	0	3	1
ENSG00000197579	683	808	799	568	726	807	542	751	504	726
ENSG00000197580	12	12	14	8	14	8	17	4	12	2
ENSG00000197586	452	363	326	332	368	435	396	587	361	351
ENSG00000197594	11	7	10	13	51	15	5	11	9	20
ENSG00000197599	1	5	2	13	0	0	38	17	0	0
ENSG00000197601	459	610	536	838	555	640	557	523	521	440
ENSG00000197603	415	134	310	685	397	204	161	111	231	77
ENSG00000197608	40	55	79	191	79	101	201	130	50	60
ENSG00000197619	139	101	84	396	201	119	201	196	98	63
ENSG00000197620	222	324	228	230	541	159	307	491	352	857
ENSG00000197622	3543	2914	3141	3313	4319	4149	4362	5145	3710	3904
ENSG00000197629	410	279	1735	2809	1459	2358	216	921	1152	2101
ENSG00000197632	81	13	13	37	12	16	2	8	55	5
ENSG00000197635	1661	680	1214	1066	852	984	593	857	421	417
ENSG00000197646	16	59	6	8	106	7	26	81	5	57
ENSG00000197647	0	14	0	23	2	0	1	3	14	1
ENSG00000197653	3	0	1	10	2	3	0	2	4	0
ENSG00000197670	0	0	1	0	4	1	1	0	0	0
ENSG00000197694	6002	4443	5866	5377	6576	5913	4978	6067	8866	6425
ENSG00000197696	226	138	115	132	577	213	216	531	143	285
ENSG00000197702	2	10	4	6	2	5	136	28	6	8
ENSG00000197712	93	14	14	18	10	114	16	15	6	7
ENSG00000197713	23	39	66	39	106	82	80	150	25	85
ENSG00000197714	341	667	333	434	526	331	298	421	224	521
ENSG00000197721	45	0	1	0	1	2	0	0	0	0
ENSG00000197724	697	477	603	598	765	852	672	760	641	654
ENSG00000197728	5336	4487	4482	3465	4213	519	493	6419	523	597
ENSG00000197734	14	4	5	1	0	1	0	8	2	2
ENSG00000197744	1	0	0	0	0	2	0	1	2	0
ENSG00000197746	9046	6340	9757	15706	7973	8390	5576	7330	11509	7994
ENSG00000197747	6453	2268	4541	4940	2965	7133	2397	2131	5287	2165
ENSG00000197753	22	44	21	0	46	10	19	12	7	22
ENSG00000197756	6757	5510	6527	7389	8641	8864	6421	6694	6856	8987
ENSG00000197763	0	6	0	0	0	2	0	1	1	0
ENSG00000197766	12	5	35	42	10	50	8	5	30	7
ENSG00000197769	2	6	0	7	12	3	6	2	4	2
ENSG00000197771	1672	856	1576	1107	1668	1385	837	1262	877	1028
ENSG00000197774	80	61	86	82	93	117	194	99	100	82
ENSG00000197776	13	9	2	44	11	43	59	12	39	33
ENSG00000197779	167	50	69	68	46	125	166	221	202	80
ENSG00000197780	86	162	157	73	107	133	41	67	73	98
ENSG00000197782	82	48	104	76	104	128	82	115	122	133
ENSG00000197785	45	14	62	37	91	126	62	41	68	30
ENSG00000197798	101	63	35	74	90	119	80	107	86	80
ENSG00000197808	84	64	56	54	57	52	26	37	42	40
ENSG00000197813	12	6	3	0	19	4	6	7	10	4
ENSG00000197815	5	13	3	0	3	6	14	18	15	13
ENSG00000197816	18	49	1	95	15	6	47	22	110	45
ENSG00000197818	986	593	654	434	783	614	920	711	598	603
ENSG00000197822	24	32	18	54	40	58	220	15	162	80
ENSG00000197826	0	18	0	0	0	0	0	2	58	1
ENSG00000197837	48	42	57	15	39	7	35	40	31	55
ENSG00000197841	77	36	23	21	45	57	11	14	19	32
ENSG00000197847	4	4	11	8	11	15	14	13	1	3
ENSG00000197849	0	5	3	6	13	1	5	3	0	4
ENSG00000197852	6	0	6	36	14	24	0	4	48	5
ENSG00000197857	210	162	137	198	208	254	214	205	175	222
ENSG00000197858	210	149	279	226	317	242	323	314	335	381
ENSG00000197859	0	5	1	0	0	1	0	2	2	0
ENSG00000197860	418	699	545	374	701	669	569	847	345	580
ENSG00000197863	7	27	24	48	32	14	24	27	3	21
ENSG00000197872	229	70	442	544	264	506	48	73	470	335
ENSG00000197879	312	206	193	210	541	418	337	448	308	185
ENSG00000197880	0	5	8	5	8	7	26	6	7	34
ENSG00000197885	37	20	34	11	39	28	16	16	33	14
ENSG00000197889	0	6	5	0	1	3	5	0	3	5
ENSG00000197892	484	390	340	395	328	423	212	257	498	298
ENSG00000197894	153	215	155	208	227	257	193	328	232	223
ENSG00000197903	378	177	168	219	282	295	290	277	88	219
ENSG00000197905	0	3	0	0	5	0	1	2	0	0
ENSG00000197912	1169	843	800	1281	1504	1344	1229	1373	1414	1300
ENSG00000197927	3	3	0	12	2	0	0	15	12	0
ENSG00000197928	45	96	43	11	90	45	38	159	53	61
ENSG00000197930	1535	1890	1962	1660	1302	2251	1621	1309	1034	1303
ENSG00000197933	111	35	21	28	58	48	33	20	47	25
ENSG00000197934	8	7	2	3	0	1	3	4	0	4
ENSG00000197937	16	43	17	33	28	42	32	48	91	73
ENSG00000197943	256	247	210	582	343	249	19	71	173	314
ENSG00000197948	180	260	211	153	263	255	385	384	200	267
ENSG00000197951	118	92	67	106	129	112	74	94	94	85
ENSG00000197956	3016	1224	2384	2189	1791	2755	1923	1609	2229	1474
ENSG00000197958	10867	8695	8722	9419	12533	12739	11717	10650	9648	13325
ENSG00000197959	5	6	14	8	52	9	33	50	0	48
ENSG00000197961	537	492	363	545	516	484	401	392	501	574
ENSG00000197965	148	105	122	115	129	140	64	184	126	142
ENSG00000197969	1061	870	920	613	645	909	663	889	2314	929
ENSG00000197971	4250	2038	2968	1684	2520	3063	1818	3357	2765	3007
ENSG00000197976	1073	616	712	1111	1165	1221	961	1021	1043	934
ENSG00000197978	66	63	63	73	71	178	70	41	44	49
ENSG00000197980	0	0	0	8	0	4	2	3	2	2
ENSG00000197982	136	65	90	133	112	143	124	140	118	119
ENSG00000197989	410	243	325	346	306	298	290	324	298	388
ENSG00000197992	0	0	7	1	0	5	0	3	5	1
ENSG00000197993	0	16	0	3	20	0	0	5	0	0
ENSG00000198000	489	478	284	429	438	449	260	484	293	425
ENSG00000198001	371	586	559	432	590	766	462	651	559	654
ENSG00000198003	0	0	0	0	1	0	0	4	2	3
ENSG00000198015	335	612	278	545	499	486	357	375	171	274
ENSG00000198018	94	85	298	413	293	183	45	153	128	165
ENSG00000198019	25	8	43	28	0	29	31	21	41	2
ENSG00000198026	1383	798	966	976	1532	1444	1181	1349	1424	1252
ENSG00000198034	31391	31063	42567	34067	35498	41128	28446	46388	42795	57978
ENSG00000198039	57	55	67	110	127	124	61	60	37	62
ENSG00000198040	150	325	162	62	331	196	111	386	73	153
ENSG00000198042	315	232	219	121	226	287	160	164	149	182
ENSG00000198046	7	8	6	43	11	11	13	5	4	14
ENSG00000198053	229	73	177	269	122	235	86	78	288	116
ENSG00000198055	570	702	719	493	984	750	1186	1025	707	755
ENSG00000198056	69	77	44	44	66	61	80	140	30	107
ENSG00000198060	338	394	346	295	453	290	297	441	236	289
ENSG00000198064	69	1	53	56	29	68	36	14	51	10
ENSG00000198081	215	184	167	96	235	253	107	196	80	199
ENSG00000198087	403	345	1204	1390	757	866	479	610	387	909
ENSG00000198088	0	3	6	7	4	15	7	10	18	6
ENSG00000198089	501	524	428	459	547	698	896	1012	567	739
ENSG00000198093	49	61	93	30	128	82	62	99	52	81
ENSG00000198099	0	2	3	4	0	4	0	0	0	0
ENSG00000198105	38	38	105	65	48	133	100	72	31	70
ENSG00000198106	9	28	56	32	41	51	23	35	46	26
ENSG00000198113	18	29	23	33	60	48	41	59	50	44
ENSG00000198121	27	6	10	48	2	11	16	16	3	4
ENSG00000198128	5	2	0	0	12	0	1	1	0	0
ENSG00000198130	8	223	67	65	106	51	91	43	30	64
ENSG00000198131	236	113	58	105	386	212	240	199	109	181
ENSG00000198133	28	188	111	39	123	56	133	134	58	60
ENSG00000198142	62	21	25	25	18	42	23	24	29	18
ENSG00000198146	424	278	561	477	357	675	180	590	682	532
ENSG00000198155	0	6	10	4	1	2	1	4	0	3
ENSG00000198156	0	0	17	22	49	9	22	11	7	40
ENSG00000198157	9	13	8	9	31	14	4	11	20	3
ENSG00000198160	836	1383	837	851	1250	993	988	1060	883	985
ENSG00000198162	721	787	1354	703	1737	1523	1419	1092	443	1345
ENSG00000198168	680	769	605	720	717	893	638	564	428	840
ENSG00000198169	129	140	94	167	142	270	137	119	159	102
ENSG00000198171	188	76	185	163	347	297	228	179	209	230
ENSG00000198176	1151	721	1296	964	1141	1634	1188	1114	993	1344
ENSG00000198178	14	31	211	329	142	256	45	120	141	384
ENSG00000198182	28	64	21	35	29	41	32	25	39	39
ENSG00000198183	0	353	9	11	6	11	3	1	0	4
ENSG00000198185	5	1	0	0	6	1	14	20	0	2
ENSG00000198189	680	607	802	752	598	875	530	405	590	630
ENSG00000198198	747	383	403	565	912	630	969	959	687	773
ENSG00000198203	1093	3	1	2	9	0	2	6	19	3
ENSG00000198205	164	139	105	146	267	144	129	171	72	106
ENSG00000198208	35	8	7	23	3	35	30	2	61	13
ENSG00000198218	3688	1209	1784	2340	2735	3123	2068	2900	2251	2557
ENSG00000198223	72	134	266	224	125	352	45	87	398	244
ENSG00000198231	807	753	531	522	782	576	688	558	624	574
ENSG00000198237	0	0	7	30	4	53	15	10	0	2
ENSG00000198242	7458	6230	8747	10198	7092	9571	5591	6123	6659	6623
ENSG00000198246	107	69	110	109	160	125	70	91	111	128
ENSG00000198252	745	577	764	411	854	1165	807	753	775	744
ENSG00000198258	424	381	458	485	690	586	438	503	348	558
ENSG00000198265	2959	3299	3116	2173	2468	3325	2133	2663	2082	1891
ENSG00000198270	60	219	172	57	178	85	161	233	147	159
ENSG00000198276	501	296	373	416	607	473	558	597	451	435
ENSG00000198283	2	9	5	0	6	0	1	0	1	2
ENSG00000198286	1604	1178	1806	1506	2085	1788	2085	2128	1555	2577
ENSG00000198298	0	11	14	29	18	19	17	23	3	4
ENSG00000198300	0	0	2	9	3	59	3	0	0	0
ENSG00000198301	405	267	373	406	426	488	254	240	343	171
ENSG00000198315	625	676	494	646	877	908	534	867	515	500
ENSG00000198324	4	0	8	24	3	9	10	9	40	21
ENSG00000198331	38	28	33	47	44	71	24	12	18	28
ENSG00000198342	7	17	4	0	26	4	33	22	9	59
ENSG00000198346	102	30	32	76	31	30	102	65	19	52
ENSG00000198353	0	5	15	0	1	10	2	12	31	8
ENSG00000198355	1454	1072	720	680	985	832	1447	1129	841	906
ENSG00000198356	401	181	248	291	530	388	336	481	351	419
ENSG00000198358	1	12	13	0	5	3	6	10	2	15
ENSG00000198363	109	147	140	610	175	223	408	199	348	244
ENSG00000198369	540	238	471	337	1028	327	215	376	332	519
ENSG00000198373	795	640	597	365	1064	976	1170	1467	444	970
ENSG00000198380	1587	967	991	1205	1155	1328	549	813	942	679
ENSG00000198382	341	353	397	399	450	448	339	457	299	626
ENSG00000198393	691	444	451	438	422	502	488	520	465	428
ENSG00000198399	1768	1611	1038	1496	1005	1658	972	1547	1617	1480
ENSG00000198400	19	18	7	16	44	22	34	61	1	24
ENSG00000198406	0	119	105	60	0	134	0	108	0	52
ENSG00000198408	1799	2280	1584	1436	2725	1815	2046	2457	1589	1821
ENSG00000198416	0	10	1	16	0	23	12	2	0	3
ENSG00000198417	42	24	32	53	35	142	131	83	130	49
ENSG00000198420	209	144	61	48	119	400	349	226	112	92
ENSG00000198429	0	5	0	0	0	30	13	8	3	8
ENSG00000198431	878	1945	804	961	842	666	412	730	1009	843
ENSG00000198435	28	22	53	67	56	58	25	170	60	75
ENSG00000198440	15	22	30	78	88	133	38	41	28	40
ENSG00000198453	68	68	42	54	67	60	113	62	62	42
ENSG00000198455	914	768	897	936	831	1086	717	755	558	781
ENSG00000198464	97	63	49	171	136	84	47	87	94	135
ENSG00000198466	298	332	347	516	821	412	342	380	734	507
ENSG00000198467	56	51	216	435	248	297	217	339	283	413
ENSG00000198468	16	11	17	19	34	32	29	30	12	30
ENSG00000198478	3	14	6	0	6	7	5	7	4	10
ENSG00000198482	108	158	192	391	108	220	139	219	258	164
